33	"RT @TopherSpiro: 6: Their table includes a column on ""state savings"" that flips many states from being in the red. Phony, a big magic aster…"	25/09/17 18:22	Fran_Neena20409	912381758078881000
34	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:22	doughaddow	912381757282033000
35	RT @PFTCommenter: Donald Trump shoud destroy the NFL by forming a United States Football League to compete directley. MY COLUMN https://t.c…	25/09/17 18:22	ClassicShmosby	912381755998572000
36	RT @DrJeremyTeuton: @fightfor15 @Target @keithellison @SenSanders @CTUL_TC @womensmarch @taxmarch @OccupyWallStNYC @jwjnational @JudahWorld…	25/09/17 18:22	Forbrydelsenfan	912381753276424000
37	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	EmarKnowsBest	912381751728726000
38	Senator, we (@ALEC_states) are recrafting our model policy on occupational licensing this December in Nashville. Wo… https://t.co/lK0SaM2KHT	25/09/17 18:22	robertordway_	912381749916766000
39	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:22	sanfordmay	912381749166067000
40	RT @nycsouthpaw: Everyone who isn't the President of the United States or a congressional Republican seems to understand the urgency of the…	25/09/17 18:22	comrade_celery	912381747903336000
41	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	mondavi1184	912381747093954000
42	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:22	ABbanwo	912381746662035000
43	RT @MoorInformation: September 25, 1957 — Central High School in Little Rock, Arkansas, was integrated by the use of United States Army tro…	25/09/17 18:22	thetruthbearer	912381746569781000
44	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	jaylc88	912381745156186000
45	RT @Ilcapitano94: This shirt violates section 3,7,and 8 of the United States Flag Code, but go off i guess. https://t.co/Y6tRFPf9js	25/09/17 18:22	sassysavvy_93	912381742425747000
46	RT @KateS_WTOV9: Regional Golf Tournament today in Weirton and Moundsville. Tune in to @WTOV9 tonight to learn who qualified for states nex…	25/09/17 18:22	RMetzgerWTOV9	912381741737881000
47	"RT @Dev_Fadnavis: What a gathering today at BJP NEC meeting!_x000D_
13 CM, 6 DCM, 232 Ministers from various States, 65 Union Ministers, 1515 MLA/…"	25/09/17 18:22	kochar_pankaj	912381740462645000
48	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	luisperez27	912381736151076000
49	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	caramelsymmetry	912381735312281000
50	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	GloriaCorreia8	912381729649844000
51	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	bonnysammy	912381729171808000
52	"RT @Acosta: LeBron: ""He doesn't understand how many kids, no matter the race, look up to the president of the United States for guidance,fo…"	25/09/17 18:22	SteveZapata3	912381727087124000
53	"RT @RedTRaccoon: I'm going to clear something up for everyone._x000D_
_x000D_
Puerto Rico is part of the United States._x000D_
_x000D_
These are American citizens._x000D_
_x000D_
#P…"	25/09/17 18:22	pjlsan2012	912381726969692000
54	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	wizardlarz	912381726206431000
55	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	macqumc	912381725258473000
56	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	vcocozza76	912381723253624000
57	"Leave no call unmade to #SaveACA #KillTheBill_x000D_
_x000D_
<U+270A><U+FE0F> Call your MoCs_x000D_
202-224-3121_x000D_
_x000D_
<U+270A><U+FE0F> Call battleground states… https://t.co/lQXbbuuWnP"	25/09/17 18:22	SDIndivisible	912381720510455000
58	"Bankruptcy Credit Counseling https://t.co/pdU8tzO8lb https://t.co/fWaB42iYmS_x000D_
_x000D_
Bankruptcy credit counseling in United States call (888) 50…"	25/09/17 18:22	CCCS_Kansas	912381720342786000
59	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	Jdxc2	912381718774022000
60	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	JennaFab	912381716819533000
61	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	sltodes	912381716681183000
62	"RT @Acosta: LeBron: ""He doesn't understand how many kids, no matter the race, look up to the president of the United States for guidance,fo…"	25/09/17 18:22	vainsovain	912381716354011000
63	"If we survive long enough, we will undoubtedly replace ""Nation States"" with ""Micro Democracies"".  https://t.co/KZvXg2EIj7"	25/09/17 18:22	lordoftheyoyo	912381715099869000
64	RT @BCAppelbaum: Happening in the United States, right now: https://t.co/RSYeQM6lEE	25/09/17 18:22	cenglishross	912381714843918000
65	@CernovichNews Sure, how about calling us the Divided States of America.	25/09/17 18:22	nivekyellem	912381714697142000
66	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	AnyaVindla	912381713661157000
67	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	ItsLeakeyNelson	912381711941537000
68	@JStein_Vox @resisterhood @maziehirono I am in tears watching people in the United States be arrested for begging f… https://t.co/3AlUESHzwS	25/09/17 18:22	katherineislay	912381710855233000
69	RT @SAALTweets: #MuslimBan 3.0 is unconstitutional, as discriminatory as ever, and driven by religious animus. SAALT statement: https://t.c…	25/09/17 18:22	Spugmay	912381710536409000
70	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	kaelinmblack	912381710087704000
71	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	TheFlyingHam	912381706497400000
72	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	cgravil	912381706019262000
73	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	clubhousemorgan	912381705775927000
74	RT @hankgreen: The fact that Puerto Rico remains a colony of the United States in 2017 is bonkers. 3.6 million American citizens with no Am…	25/09/17 18:22	WhitNate	912381705733988000
75	"RT @PMuralidharRao: The BJP is on a cadre-building drive, especially in the southern States,to consolidate its position : Muralidhar Rao_x000D_
ht…"	25/09/17 18:22	bharathimagdum	912381704580427000
76	"@SheaSerrano Once again a stupid ignorant idiot. i got news for you ""Queen James"" THE PRESIDENT RUNS THE UNITED STA… https://t.co/XNSBGMTvn8"	25/09/17 18:22	Jericho451	912381702885982000
77	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	tdsiterlet	912381700600160000
78	@realDonaldTrump Hi, can you explain why some states would benefit more than others? Shouldn’t we all benefit equal… https://t.co/2cVnlcUHUI	25/09/17 18:22	melaniesholden	912381700075900000
79	RT @pattymo: The President of the United States is madder at NFL players kneeling during the anthem than he was at Nazis rallying and killi…	25/09/17 18:22	medinanatalia_	912381699979403000
80	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	stenYES	912381696548405000
81	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	TellaGram51	912381696544264000
82	RT @PFTCommenter: Donald Trump shoud destroy the NFL by forming a United States Football League to compete directley. MY COLUMN https://t.c…	25/09/17 18:22	chans95	912381692874280000
83	"RT @telugu_mitra: Indian States Official Websites _x000D_
_x000D_
https://t.co/l0bvxeQa1v"	25/09/17 18:22	Swetchasuresh31	912381692697968000
84	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	WrenSoar	912381692471533000
85	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:22	_Jayharkless_	912381691435606000
86	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:22	ob1moroney	912381688281538000
87	"RT @DonnaNoble10th: .@lisamurkowski _x000D_
@SenatorCollins_x000D_
Vote #NoOnGrahamCassidy_x000D_
_x000D_
ALL Americans deserve healthcare, not just 5 states_x000D_
#SaveACA…"	25/09/17 18:22	Hellcat_2017	912381688256352000
88	RT @PFTCommenter: Donald Trump shoud destroy the NFL by forming a United States Football League to compete directley. MY COLUMN https://t.c…	25/09/17 18:22	Daxer9	912381687472033000
89	RT @paulkrugman: Grassidy is basically designed to punish states that tried to make ACA work, like CA. A reminder of how that has gone http…	25/09/17 18:22	harmonyis1	912381687102824000
90	RT @spectatorindex: IMAGE: Hitler declaring war on the United States, in December of 1941 https://t.co/3KBicpG79h	25/09/17 18:21	baconlover_420	912381685869707000
91	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:21	ClaraJayIsHere	912381685135806000
92	RT @koopa_kinte: Nothing in the Flag Code explicit states you have to stand, just that you “should.” All the things I listed were outlined…	25/09/17 18:21	Dwilly_inn	912381684192038000
93	"RT @RedTRaccoon: I'm going to clear something up for everyone._x000D_
_x000D_
Puerto Rico is part of the United States._x000D_
_x000D_
These are American citizens._x000D_
_x000D_
#P…"	25/09/17 18:21	eddyrogerparker	912381683533471000
94	"RT @PhotoViolette: @nytimes What ""Supreme Court?""  What ""United States?"" What ""Congress?"" I think it's over &amp; we are all still in denial. T…"	25/09/17 18:21	saysay1923	912381682820554000
95	RT @RaySuarezNews: The population of Puerto Rico is larger than that of 21 US states. Would a similar crisis in Iowa get the same lack of a…	25/09/17 18:21	Thaira78	912381679096000000
96	@Baileybabyy2 I wpuld love to live in the inited states thsn tbe uk will be https://t.co/mq0nyKPMiB a stateles pers… https://t.co/w0whSxONzQ	25/09/17 18:21	iwilldietheusa	912381679041499000
97	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	terryartstuff74	912381678177390000
98	RT @MaddowBlog: DHS didn't bother to tell the 21 states Russia tried to hack during the election until this afternoon. https://t.co/48CNZL8…	25/09/17 18:21	saneandreal	912381677703389000
99	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	anneboo1963	912381673169354000
100	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	andyridg	912381670304739000
101	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:21	collectiveyawn	912381669088288000
102	RT @nycsouthpaw: Everyone who isn't the President of the United States or a congressional Republican seems to understand the urgency of the…	25/09/17 18:21	rustyk5	912381668312453000
103	RT @Nitinbhai_Patel: Attended meeting of CMs and Dy.CMs of BJP ruled states in the chairmanship of @BJP4India national president Shri @Amit…	25/09/17 18:21	ArikGandhi	912381668115271000
104	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	DummyDiva	912381667884404000
105	RT @WesleyLowery: The President of the United States advocating private businesses fire employees who express political views he doesn't li…	25/09/17 18:21	im_notcam	912381666890539000
106	"RT @Impeach_D_Trump: The president of the United States thinks protest is perfectly fine for neo-Nazis but not for black athletes._x000D_
_x000D_
IMPEACH…"	25/09/17 18:21	JennellTebbett1	912381666789855000
107	RT @Ilcapitano94: This shirt violates section 3,7,and 8 of the United States Flag Code, but go off i guess. https://t.co/Y6tRFPf9js	25/09/17 18:21	al__peaches	912381666030641000
108	RT @ericajanes: Just in: the new text of the #GrahamCassidy bill allows states to allow insurance companies to no longer cover birth contro…	25/09/17 18:21	ALAsView	912381665875554000
109	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	KaosKitty78	912381663140831000
110	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	BrodyKomp	912381662864003000
111	"RT @RedTRaccoon: I'm going to clear something up for everyone._x000D_
_x000D_
Puerto Rico is part of the United States._x000D_
_x000D_
These are American citizens._x000D_
_x000D_
#P…"	25/09/17 18:21	marjowil5775	912381662520111000
112	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	movidic13	912381662029402000
113	RT @nigelduara: Yawn: New Mexico College Bake Sale Charged Prices Based on Race | New Mexico News | US News https://t.co/Oqqhu3kxoo	25/09/17 18:21	joetothemo	912381660947144000
114	RT @Dobby201765: Tom Price is right up there with #45 as the most vile person in the states today. https://t.co/2CLs7M8TdD	25/09/17 18:21	dlb1228	912381660766916000
115	RT @KeithOlbermann: Hey, President Small Stuff: did you know PUERTO RICO is part of the United States? How about making these AMERICANS saf…	25/09/17 18:21	DeereDeere	912381659802091000
116	RT @RaySuarezNews: The population of Puerto Rico is larger than that of 21 US states. Would a similar crisis in Iowa get the same lack of a…	25/09/17 18:21	luisperez27	912381659625984000
117	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	sincerelyshmalt	912381659500118000
118	RT @mekefe1: The Two States Solution North Israel and South Israel in Middle East #Iraq #Hawler #Barzani #Kurdishreferendum #Israel #Palest…	25/09/17 18:21	baskounet	912381658719977000
119	"RT @elisewho: State Dept spox: ""The United States has not “declared war” on NKorea. We cont to seek a peaceful denuclearization of the Kore…"	25/09/17 18:21	Holly_Love2	912381658506051000
120	RT @spectatorindex: IMAGE: Hitler declaring war on the United States, in December of 1941 https://t.co/3KBicpG79h	25/09/17 18:21	balladofvangogh	912381657923117000
121	RT @RaySuarezNews: The population of Puerto Rico is larger than that of 21 US states. Would a similar crisis in Iowa get the same lack of a…	25/09/17 18:21	TheWalterWest	912381655389577000
122	RT @koopa_kinte: Nothing in the Flag Code explicit states you have to stand, just that you “should.” All the things I listed were outlined…	25/09/17 18:21	PrincessLasia__	912381652705452000
123	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	GDT0429	912381652269240000
124	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	faceinthewater	912381652168466000
125	RT @Melanieswombats: @CNNPolitics Sure by blackmailing States with offers of more $$ Why can't Americans have a say in their Healthcare? No…	25/09/17 18:21	Lacey48292203	912381651631697000
126	RT @PFTCommenter: Donald Trump shoud destroy the NFL by forming a United States Football League to compete directley. MY COLUMN https://t.c…	25/09/17 18:21	WyattHolmes11	912381650683797000
127	"RT @Acosta: LeBron: ""He doesn't understand how many kids, no matter the race, look up to the president of the United States for guidance,fo…"	25/09/17 18:21	nancysheldon1	912381650138468000
128	RT @nickgrodo: Capt. Gregg Popovich (ret.), 8054-Intelligence Officer, United States Air Force https://t.co/ZhnBA5yNJH	25/09/17 18:21	vbjjr74	912381648951488000
129	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	PapixPardo	912381647076519000
130	RT @EdwinCBPP: New Cassidy-Graham makes clear states could allow insurers to offer bare-bones plans: no required benefits &amp; unlimited deduc…	25/09/17 18:21	Fran_Neena20409	912381646661459000
131	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	tiimochan	912381643406565000
132	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	irb22	912381642798444000
133	RT @RaySuarezNews: The population of Puerto Rico is larger than that of 21 US states. Would a similar crisis in Iowa get the same lack of a…	25/09/17 18:21	willowrose51	912381642127347000
134	RT @ASlavitt: @RandPaul @SenJohnMcCain @lisamurkowski @onceuponA @larry_levitt States don't even need to apply for waivers any longer to do…	25/09/17 18:21	eggsbuttersugar	912381641686900000
135	RT @BLMLA: Y'all know that #PuertoRico is a part of the United States, right? #HurricaneMaria	25/09/17 18:21	MoJoMcClellan	912381638553755000
136	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	starmediaguy	912381638373400000
137	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	WmManry	912381636863512000
138	RT @wef: The two best universities in the world are no longer in the United States https://t.co/2nyg5NuMyt https://t.co/thxZ9FfCjB	25/09/17 18:21	PaxNostrum	912381636381106000
139	"RT @frozenblueber: the 5 states of online:_x000D_
•self loathing_x000D_
•horny self loathing_x000D_
•hungry self loathing_x000D_
•how does this idiot have a career in…"	25/09/17 18:21	tinderwitch	912381635978514000
140	"RT @Campaign4Kids: We stand with these giants of children's advocacy to oppose #GrahamCasiddy and #KeepKidsCovered_x000D_
https://t.co/WZUsY22szS…"	25/09/17 18:21	sharpieblue	912381634539900000
141	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:21	meg_goodson	912381634233688000
142	"""US Says It's Not Pushing for Regime Change in NKorea"" by THE ASSOCIATED PRESS via NYT https://t.co/NWGaQ2nVOX"	25/09/17 18:21	fannypenni	912381632455290000
143	Reading about 4 books; +re-reading Untold History of the United States the section about Obama his failure to keep his promise of change.	25/09/17 18:21	lookathisnow	912381632400719000
144	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	roxycat7	912381630295179000
145	RT @ericajanes: Just in: the new text of the #GrahamCassidy bill allows states to allow insurance companies to no longer cover birth contro…	25/09/17 18:21	whiteraven1606	912381629351567000
146	RT @mikebiselli: Not too many states where so many cities come together for one goal: #SmartCities! Well done, @COSmartCities! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C> #pinksocks…	25/09/17 18:21	CatalystHTI	912381628961382000
147	RT @helenprejean: The former slave states are the current death penalty states. It's not a coincidence. Racism infects our entire criminal…	25/09/17 18:21	SarahMSette	912381627585777000
148	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	segnoria	912381627413692000
149	@LauraLoomer @HillaryClinton @BillClinton @ClintonFdn @HillaryClinton @ChelseaClinton @BillClinton THE CLINTON MAFI… https://t.co/l4uQZrFjW3	25/09/17 18:21	MisterWhite209	912381623680753000
150	RT @JoyAnnReid: Reminder: the president of the United States thinks protest is perfectly fine for neo-Nazis but a firing offense for black…	25/09/17 18:21	macmommamary	912381621961150000
151	RT @SenateDems: This is *not* a drill. The new #GrahamCassidy text would allow states to not cover birth control. At all. Seriously. https:…	25/09/17 18:21	BScott26054602	912381621239734000
152	RT @SenateDems: This is *not* a drill. The new #GrahamCassidy text would allow states to not cover birth control. At all. Seriously. https:…	25/09/17 18:21	Yogini	912381620698611000
153	@NancyPelosi Well Senator, let the states, admisiter Medicaid today and  are closer to the residents deal with it,… https://t.co/lQY3mOXVxt	25/09/17 18:21	OldUSNavyVet	912381619968839000
154	RT @ericgarland: Zuckerberg, a US citizen whose business depended on the United States, had a civic and patriotic duty to protect America.…	25/09/17 18:21	romance_grl	912381616986689000
155	RT @drjmariomolina: Don't be fooled. Even with augmented funding Alaska, Maine and all other states will still experience overall cuts to M…	25/09/17 18:21	Fran_Neena20409	912381616365895000
156	Why isn't this making other @SenateGOP demand more for their states? https://t.co/qnNWTBhhZe	25/09/17 18:21	Dan_Moore_	912381613786284000
157	RT @msmoofy: So apparently my name is either Baby, Steven or Nut Ass. ( Random text on my US phone # while I was in the States. <ed><U+00A0><U+00BD><ed><U+00B8><U+0085> #twitch #…	25/09/17 18:21	EXsappeREgamer	912381613635522000
158	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	stoic008	912381613383622000
159	RT @RedTRaccoon: RETWEET to remind @realdonaldtrump that he has the USNS COMFORT at his disposal &amp; Puerto Rico is part of the United States…	25/09/17 18:21	hsroberson0306	912381613299904000
160	With our new install in Montana this week, we are now in 49 states!  Look out Alaska, we're coming after you next!	25/09/17 18:21	J_moServices	912381612205199000
161	RT @PFTCommenter: Donald Trump shoud destroy the NFL by forming a United States Football League to compete directley. MY COLUMN https://t.c…	25/09/17 18:21	jaceoleson29	912381612029022000
162	"RT @Acosta: LeBron: ""He doesn't understand how many kids, no matter the race, look up to the president of the United States for guidance,fo…"	25/09/17 18:21	ABedwards1991	912381611446095000
163	RT @cschultz0000: US government notifies 21 states of election hacking #cybersecurity #infosec https://t.co/QVkKe9JHeT https://t.co/h74eKii…	25/09/17 18:21	teddemop	912381611295019000
